Price inr,Year,Kilometer,Engine,Length,Width,Height,Fuel Tank Capacity,Max_Power,Max_Torque,priceUSD,0.012
480000,2016,50000,1198,3990,1680,1505,35,87,109,5760,
480000,2014,115000,1498,3999,1765,1708,52,89,204,5760,
480000,2015,49000,1497,4440,1695,1495,40,117,145,5760,
484999,2017,86006,1364,3884,1695,1510,45,67,170,5819.988,
484999,2018,44000,998,3715,1635,1565,35,67,90,5819.988,
484999,2013,78000,1199,3970,1682,1453,45,74,180,5819.988,
484999,2018,55221,1197,3765,1660,1520,43,81,114,5819.988,
484999,2018,62000,1197,3995,1745,1500,37,83,115,5819.988,
484999,2018,35000,1199,3746,1647,1535,35,84,114,5819.988,
484999,2013,87000,1582,4440,1729,1475,45,126,260,5819.988,
484999,2013,107000,1582,4370,1700,1475,43,126,260,5819.988,
484999,2012,102000,2179,4585,1890,1785,70,140,330,5819.988,
490000,2019,32000,999,3679,1579,1478,28,67,91,5880,
490000,2018,43000,1047,3992,1677,1537,35,69,140,5880,
490000,2015,50000,1198,3971,1682,1469,45,74,110,5880,
490000,2014,56918,1198,3825,1665,1530,41,76,104,5880,
490000,2015,23103,1197,3995,1660,1520,43,81,114,5880,
490000,2018,66000,1197,3995,1660,1520,43,81,114,5880,
490000,2017,82000,1197,3995,1745,1500,37,83,115,5880,
490000,2015,98000,1461,4315,1822,1695,50,84,200,5880,
493000,2012,28732,1798,4540,1760,1480,55,138,173,5916,
495000,2019,46000,1086,3610,1645,1560,60,58,84,5940,
495000,2017,38258,1248,3840,1735,1530,37,74,190,5940,
495000,2016,53376,1198,3675,1715,1655,35,77,190,5940,
495000,2017,47000,1197,3765,1660,1520,43,81,114,5940,
495000,2017,30000,1197,3765,1660,1520,43,81,114,5940,
495000,2018,45000,1197,3765,1660,1520,43,81,114,5940,
495000,2015,13716,1197,3995,1695,1555,42,85,114,5940,
495000,2015,52000,1199,3955,1694,1544,40,89,110,5940,
495000,2012,65001,1497,4440,1695,1485,42,116,146,5940,
495000,2015,42000,1591,4375,1700,1475,43,121,155,5940,
495000,2008,95200,2148,4581,1770,1447,66,170,410,5940,
499000,2014,140000,1498,4440,1695,1495,40,99,200,5988,
499000,2014,88000,1498,4386,1699,1466,55,103,250,5988,
499000,2012,96506,1497,4440,1695,1485,42,116,146,5988,
500000,2016,114000,1364,3775,1695,1510,45,67,170,6000,
500000,2017,32000,998,3715,1635,1565,35,67,90,6000,
500000,2017,140000,1248,3850,1695,1530,42,74,190,6000,
500000,2015,50000,1248,3995,1695,1555,42,74,190,6000,
500000,2015,90000,1248,3995,1695,1555,42,74,190,6000,
500000,2016,26000,1197,3995,1695,1555,42,83,115,6000,
500000,2014,62000,1498,3987,1698,1483,45,89,230,6000,
500000,2016,54440,1199,3955,1694,1544,40,89,110,6000,
500000,2012,86288,1598,4386,1699,1466,55,103,250,6000,
500000,2013,65000,1497,4440,1695,1485,42,116,146,6000,
500000,2013,135000,2179,4585,1890,1785,70,140,330,6000,
505000,2017,87150,1198,3990,1680,1505,35,87,109,6060,
509999,2015,42000,998,3600,1600,1560,35,67,90,6119.988,
509999,2019,48000,998,3695,1600,1560,35,67,90,6119.988,
509999,2019,30858,1086,3610,1645,1560,35,68,99,6119.988,
509999,2019,40000,1196,3675,1475,1800,40,73,101,6119.988,
511000,2015,45969,1373,4490,1730,1485,43,91,130,6132,
515000,2022,3395,1086,3610,1645,1560,35,68,99,6180,
515000,2019,40310,1196,3675,1475,1800,40,73,101,6180,
515000,2014,141334,1248,3850,1695,1530,42,74,190,6180,
515000,2015,63587,1498,3990,1680,1505,35,99,200,6180,
520000,2019,76000,998,3655,1620,1675,60,58,78,6240,
520000,2018,46000,1248,3995,1695,1555,42,74,190,6240,
520000,2018,40000,1197,3850,1695,1530,42,83,115,6240,
520000,2015,42000,1198,3955,1694,1544,40,87,110,6240,
521000,2017,40879,1197,3700,1690,1595,32,82,113,6252,
525000,2019,50000,998,3655,1620,1675,60,58,78,6300,
525000,2015,39234,2523,4107,1745,1880,60,63,195,6300,
525000,2018,78900,1120,3995,1660,1520,43,71,160,6300,
525000,2014,43550,1198,3970,1682,1453,45,74,110,6300,
525000,2015,68397,1197,3985,1734,1505,45,82,115,6300,
525000,2015,68766,1197,3985,1734,1505,45,82,115,6300,
525000,2016,64928,1197,3850,1695,1530,42,83,115,6300,
525000,2014,48000,1461,4315,1822,1695,50,84,200,6300,
525000,2019,32000,1199,3793,1665,1587,35,84,114,6300,
525000,2014,102000,1197,3995,1695,1555,42,85,114,6300,
525000,2016,18800,1199,3955,1694,1544,40,89,110,6300,
525000,2015,68244,1498,3955,1694,1544,40,98,200,6300,
525000,2015,114635,1498,4440,1695,1495,40,99,200,6300,
525000,2015,80852,1198,3970,1682,1453,45,103,175,6300,
525000,2015,85000,2498,3920,1710,1930,60,105,247,6300,
525000,2014,64000,1582,4370,1700,1475,43,126,260,6300,
529000,2015,57654,1197,3995,1760,1555,45,82,115,6348,
530000,2020,5923,1248,3995,1706,1570,44,74,190,6360,
530000,2013,75000,1498,3999,1765,1708,52,89,204,6360,
535000,2020,4295,998,3636,1475,1670,35,67,90,6420,
535000,2020,41441,1196,3675,1475,1800,40,73,101,6420,
535000,2017,34908,1197,3995,1745,1500,37,83,115,6420,
535000,2016,58339,1396,3985,1734,1505,45,89,220,6420,
535000,2015,28000,999,3999,1765,1708,52,124,170,6420,
540000,2019,34000,998,3695,1600,1560,35,67,90,6480,
540000,2017,38700,1198,3990,1680,1505,35,87,109,6480,
540000,2015,59000,1396,3995,1760,1555,45,89,220,6480,
540000,2015,38000,1373,4490,1730,1485,43,91,130,6480,
540000,2015,76000,1498,4440,1695,1495,40,99,200,6480,
540000,2014,86000,1582,4370,1700,1475,43,126,260,6480,
545000,2019,43000,1086,3610,1645,1560,60,58,84,6540,
545000,2019,10340,998,3599,1495,1700,35,67,90,6540,
545000,2019,28000,1197,3765,1660,1520,43,81,114,6540,
545000,2017,22000,1197,3700,1690,1595,32,82,113,6540,
545000,2017,61518,1197,3995,1745,1500,37,83,115,6540,
545000,2016,53000,1197,3995,1745,1500,37,83,115,6540,
545000,2015,70000,1197,3995,1695,1555,42,85,114,6540,
545000,2016,70500,1396,3995,1760,1555,45,89,220,6540,
545000,2015,42000,1199,3955,1694,1544,40,89,110,6540,
545000,2013,110000,1598,4384,1699,1466,55,103,250,6540,
545000,2014,56000,1591,4370,1700,1475,43,121,158,6540,
545000,2014,74000,1582,4370,1700,1475,43,126,260,6540,
545000,2013,63000,1797,4530,1775,1470,56,147,177,6540,
547000,2013,36623,1591,4370,1700,1475,43,121,158,6564,
549000,2018,53000,1197,3765,1660,1520,43,81,114,6588,
549000,2015,61900,1197,3985,1734,1505,45,82,115,6588,
549000,2014,42000,1498,4386,1699,1466,55,103,250,6588,
549000,2012,143000,2179,4585,1890,1785,70,140,330,6588,
550000,2019,48000,998,3655,1620,1675,60,58,78,6600,
550000,2014,89000,1248,3995,1695,1555,42,74,190,6600,
550000,2016,88000,1248,3995,1745,1500,37,74,190,6600,
550000,2017,61400,1197,3765,1660,1520,43,81,114,6600,
550000,2015,58078,1197,3765,1660,1520,43,81,114,6600,
550000,2018,56000,1197,3765,1660,1520,43,81,114,6600,
550000,2020,19000,1197,3655,1620,1675,32,82,113,6600,
550000,2015,33000,1197,3985,1734,1505,45,82,115,6600,
550000,2019,29000,1197,3850,1695,1530,42,83,115,6600,
550000,2018,50000,1197,3850,1695,1530,42,83,115,6600,
550000,2014,85000,1498,4440,1695,1495,40,99,200,6600,
550000,2016,83000,1598,4386,1699,1466,55,105,250,6600,
550000,2014,65000,1461,4331,1822,1671,50,108,248,6600,
550000,2013,47000,1499,3999,1765,1708,52,109,140,6600,
550000,2007,92170,2609,4495,1817,1975,60,116,277,6600,
550000,2015,44000,1497,4440,1695,1495,40,117,145,6600,
550000,2011,69000,1497,4420,1695,1480,42,118,146,6600,
551000,2021,19000,1086,3610,1645,1560,35,68,99,6612,
551000,2019,39000,1120,3995,1660,1520,43,71,160,6612,
551000,2015,47752,1197,3985,1734,1505,45,82,115,6612,
555000,2018,20000,1199,3746,1647,1535,35,84,114,6660,
555000,2010,261236,1998,4555,1770,1755,55,136,182,6660,
560000,2013,37000,1248,3995,1695,1555,42,74,190,6720,
560000,2018,84500,1248,3995,1735,1515,37,74,190,6720,
560000,2017,29000,1197,3765,1660,1520,43,81,114,6720,
560000,2016,22700,1197,3995,1760,1555,45,82,115,6720,
560000,2017,36000,1197,3700,1690,1595,32,82,113,6720,
560000,2016,75210,1396,3985,1734,1505,40,89,220,6720,
560000,2016,80000,1396,3985,1734,1505,40,89,220,6720,
561000,2017,68000,1197,3995,1745,1500,37,83,115,6732,
561000,2015,61000,1396,3985,1734,1505,45,89,220,6732,
565000,2020,47000,998,3695,1600,1560,35,67,90,6780,
565000,2014,72782,1198,3970,1682,1453,45,74,110,6780,
565000,2016,29000,1197,3765,1660,1520,43,79,112,6780,
565000,2017,65000,1493,3995,1835,1839,60,84,230,6780,
565000,2015,65000,1396,3985,1734,1505,45,89,220,6780,
565000,2017,45000,1199,3955,1694,1544,40,89,110,6780,
565000,2017,64000,1373,4490,1730,1485,43,91,130,6780,
565000,2014,68000,1582,4370,1700,1475,43,128,260,6780,
569000,2016,11471,998,3695,1600,1560,35,67,90,6828,
569000,2018,57847,1197,3765,1660,1520,43,81,114,6828,
570000,2017,36000,1197,3995,1745,1500,37,83,115,6840,
570000,2019,13000,1197,3850,1695,1530,42,83,115,6840,
570000,2017,92270,1199,3955,1694,1544,40,89,110,6840,
570000,2015,60798,1373,4490,1730,1485,43,91,130,6840,
570000,2016,80000,1498,3999,1765,1708,52,99,205,6840,
575000,2019,31000,998,3655,1620,1675,60,58,78,6900,
575000,2018,27239,998,3600,1600,1560,35,67,90,6900,
575000,2016,62000,1248,3995,1745,1500,37,74,190,6900,
575000,2017,35000,1248,3995,1695,1555,42,74,190,6900,
575000,2015,67000,1197,3985,1734,1505,45,82,115,6900,
575000,2018,58000,1197,3850,1695,1530,42,83,115,6900,
575000,2015,85000,1461,4331,1822,1671,50,84,200,6900,
575000,2015,50599,1197,3850,1695,1530,42,85,114,6900,
575000,2020,40000,1199,3990,1755,1523,37,85,113,6900,
575000,2016,38000,1396,3985,1734,1505,45,89,220,6900,
575000,2017,53580,1199,3999,1734,1601,40,89,110,6900,
575000,2015,48000,1373,4490,1730,1485,43,91,130,6900,
575000,2019,71569,1498,3886,1695,1525,40,99,215,6900,
575000,2017,69508,1498,3995,1682,1483,45,109,250,6900,
575000,2013,82000,1998,4555,1770,1755,55,136,182,6900,
575000,2013,72000,2179,4655,1965,1922,55,138,320,6900,
579000,2019,50860,1197,3655,1620,1675,32,82,113,6948,
580000,2018,28851,1248,3840,1735,1530,37,74,190,6960,
580000,2019,17881,1197,3850,1695,1530,42,83,115,6960,
580000,2017,39000,1199,3999,1734,1601,40,89,110,6960,
580000,2018,81000,1198,3994,1811,1607,44,108,170,6960,
580000,2011,117000,2179,4430,1817,1975,60,122,290,6960,
585000,2017,47000,1197,3985,1734,1505,45,82,115,7020,
585000,2019,12000,1199,3746,1647,1535,35,84,114,7020,
585000,2017,24100,1199,3955,1694,1544,40,89,110,7020,
585000,2018,31000,1373,4490,1730,1485,43,91,130,7020,
585000,2015,61000,1498,4440,1695,1495,40,99,200,7020,
585000,2016,62591,1498,3998,1765,1647,52,99,205,7020,
589000,2018,13772,1086,3610,1645,1560,35,68,99,7068,
590000,2021,8640,1196,3675,1475,1800,40,73,101,7080,
590000,2018,68500,1248,3995,1735,1515,37,74,190,7080,
590000,2014,86000,1248,3850,1695,1530,42,74,190,7080,
590000,2020,74000,1197,3805,1680,1520,37,82,114,7080,
590000,2019,26000,1197,3850,1695,1530,42,83,115,7080,
590000,2014,55000,1461,4331,1822,1671,50,84,200,7080,
590000,2015,39000,1373,4490,1730,1485,43,91,130,7080,
590000,2015,75258,1497,4440,1695,1495,40,117,145,7080,
590000,2015,116592,1497,4440,1695,1495,40,117,145,7080,
590000,2016,77000,1598,4300,1765,1590,48,118,320,7080,
591000,2017,20281,1197,3985,1734,1505,45,82,115,7092,
591000,2015,65000,1248,4490,1730,1485,43,89,200,7092,
595000,2019,25000,1197,3765,1660,1520,43,81,114,7140,
595000,2019,48000,1197,3985,1734,1505,40,82,115,7140,
595000,2015,45000,1197,3995,1760,1555,45,82,115,7140,
595000,2017,35000,1197,3995,1745,1500,37,83,115,7140,
595000,2017,44100,1197,3995,1695,1555,42,83,115,7140,
595000,2016,26357,1197,3850,1695,1530,42,83,115,7140,
595000,2015,43000,1498,3999,1765,1708,52,89,204,7140,
595000,2016,80000,1199,3955,1694,1544,40,89,110,7140,
595000,2017,99000,1199,3955,1694,1544,40,89,110,7140,
595000,2015,72000,1497,4440,1695,1495,40,117,145,7140,
595000,2014,65123,1582,4370,1700,1475,43,126,260,7140,
598000,2015,58200,1591,4370,1700,1475,43,121,158,7176,
599000,2020,35000,1197,3805,1680,1520,37,82,114,7188,
599000,2015,72000,1248,4265,1695,1685,45,89,200,7188,
600000,2020,10000,1197,3850,1695,1530,42,83,115,7200,
600000,2018,32000,1197,3995,1745,1500,37,83,115,7200,
600000,2018,54000,1197,3850,1695,1530,42,83,115,7200,
600000,2016,99000,1461,4331,1822,1671,50,84,200,7200,
600000,2016,92000,1493,3995,1835,1839,60,84,230,7200,
600000,2017,86000,1248,4490,1730,1485,43,89,200,7200,
600000,2014,53213,1248,4265,1695,1685,45,89,200,7200,
600000,2016,70000,1498,4440,1695,1495,40,99,200,7200,
600000,2017,48000,1498,4315,1822,1695,50,105,142,7200,
600000,2014,75574,1497,4440,1695,1495,40,117,145,7200,
600000,2014,83000,2179,4430,1817,1975,60,120,290,7200,
605000,2019,27469,1197,3995,1745,1500,37,83,115,7260,
609000,2018,42601,1197,3985,1734,1505,45,82,115,7308,
610000,2022,3800,998,3565,1520,1564,55,58,78,7320,
610000,2017,105000,1248,3850,1695,1530,42,74,190,7320,
610000,2017,38674,1197,3995,1695,1555,42,83,115,7320,
611000,2017,51349,1197,3985,1734,1505,45,82,115,7332,
611000,2017,65000,1396,3985,1734,1505,45,89,220,7332,
615000,2017,36058,1197,3995,1745,1500,37,83,115,7380,
615000,2017,69000,1493,3995,1835,1839,60,100,240,7380,
620000,2019,42356,1197,3995,1745,1500,37,83,115,7440,
620000,2016,64906,1248,4296,1695,1685,45,89,200,7440,
620000,2017,92000,1498,3998,1765,1647,52,99,205,7440,
620000,2016,85000,1598,4300,1765,1590,48,118,320,7440,
621000,2013,72000,1248,4265,1695,1685,45,89,200,7452,
625000,2021,18000,998,3599,1495,1700,35,58,77,7500,
625000,2015,76000,1364,3775,1695,1510,45,67,170,7500,
625000,2021,28000,999,3994,1758,1572,40,71,96,7500,
625000,2022,7000,1196,3675,1475,1825,40,72,98,7500,
625000,2017,55000,1198,3995,1682,1483,45,74,110,7500,
625000,2017,42000,1197,3985,1734,1505,45,82,115,7500,
625000,2018,23000,1197,3985,1734,1505,40,82,115,7500,
625000,2017,58000,1197,3995,1735,1515,37,82,113,7500,
625000,2019,31000,1197,3985,1734,1505,45,82,115,7500,
625000,2017,51145,1197,3995,1745,1500,37,83,115,7500,
625000,2020,58736,1197,3850,1695,1530,42,83,115,7500,
625000,2017,81000,1461,4315,1822,1695,50,84,200,7500,
625000,2016,51330,1248,4490,1730,1485,43,89,200,7500,
625000,2015,61000,1248,4490,1730,1485,43,89,200,7500,
625000,2016,72114,1396,3985,1734,1505,45,89,220,7500,
625000,2015,45000,1248,4265,1695,1685,45,89,200,7500,
625000,2014,54000,1498,3971,1682,1469,45,89,230,7500,
625000,2017,23798,1199,3999,1734,1601,40,89,110,7500,
625000,2016,68000,1197,3971,1682,1469,45,103,175,7500,
625000,2015,65000,2498,3920,1726,1930,60,105,247,7500,
625000,2011,40000,2835,4755,1775,1900,92,118,292,7500,
625000,2013,170000,2179,4430,1817,1975,60,120,290,7500,
625000,2019,48422,1497,3998,1765,1647,52,121,150,7500,
625000,2014,80000,1582,4530,1775,1470,56,126,259,7500,
628000,2018,53848,1199,3995,1695,1501,35,89,110,7536,
630000,2019,20734,998,3695,1600,1560,35,67,90,7560,
630000,2017,36000,1248,3995,1735,1515,37,74,190,7560,
630000,2015,115339,1493,3995,1835,1839,60,100,240,7560,
635000,2016,92000,1248,4490,1730,1485,43,89,200,7620,
635000,2016,72200,1498,4440,1695,1495,40,99,200,7620,
636000,2021,35500,1197,3995,1745,1500,37,83,115,7632,
639000,2020,44300,998,3695,1600,1560,35,67,90,7668,
640000,2016,52000,1248,3995,1790,1640,48,89,200,7680,
640000,2017,61000,1248,3995,1790,1640,48,89,200,7680,
640000,2016,50800,1373,4490,1730,1485,43,91,130,7680,
640000,2016,124000,1598,4386,1699,1466,55,105,250,7680,
640000,2017,63000,1598,4300,1765,1590,48,118,320,7680,
640000,2015,49000,1582,4375,1700,1475,43,126,260,7680,
642000,2014,53693,1373,4265,1695,1685,60,82,110,7704,
645000,2021,1374,1196,3675,1475,1800,40,73,101,7740,
645000,2019,35000,1197,3985,1734,1505,45,82,115,7740,
645000,2015,64000,1498,4440,1695,1495,40,99,200,7740,
645000,2013,76000,2494,4555,1770,1755,55,102,200,7740,
645000,2017,64000,1497,4440,1695,1495,40,117,145,7740,
645000,2016,45000,1591,4375,1700,1475,43,121,158,7740,
645000,2015,58200,1591,4370,1700,1475,43,121,158,7740,
645000,2013,17000,1797,4530,1775,1470,56,147,177,7740,
649000,2020,52236,1197,3765,1660,1520,43,81,114,7788,
649000,2020,52236,1197,3765,1660,1520,43,81,114,7788,
650000,2017,62000,2523,4107,1745,1880,,63,195,7800,
650000,2017,76000,1248,3995,1695,1555,42,74,190,7800,
650000,2015,104000,2523,4456,1820,1930,60,75,200,7800,
650000,2020,37003,1197,3765,1660,1520,43,81,114,7800,
650000,2017,49422,1197,3765,1660,1520,43,81,114,7800,
650000,2019,15000,1197,3765,1660,1520,43,81,114,7800,
650000,2020,58100,1197,3985,1734,1505,45,82,115,7800,
650000,2016,100000,1197,3985,1734,1505,45,82,115,7800,
650000,2019,44710,1197,3850,1695,1530,42,83,115,7800,
650000,2018,32000,1197,3995,1745,1500,37,83,115,7800,
650000,2015,49776,1493,3995,1835,1839,60,84,230,7800,
650000,2019,42000,1198,3990,1680,1505,35,87,109,7800,
650000,2016,61181,1396,3985,1734,1505,45,89,220,7800,
650000,2017,86000,1248,4490,1730,1485,43,89,200,7800,
650000,2017,92000,1248,4490,1730,1485,43,89,200,7800,
650000,2022,6000,1197,3845,1735,1530,37,89,113,7800,
650000,2019,54000,1199,3995,1695,1501,35,89,110,7800,
650000,2020,42000,1197,3995,1735,1515,37,89,113,7800,
650000,2012,143477,2494,4555,1770,1755,55,102,200,7800,
650000,2017,51000,1197,4384,1699,1466,55,103,175,7800,
650000,2016,76584,1461,4331,1822,1671,50,108,248,7800,
650000,2013,83466,2199,4660,1890,1760,70,195,436,7800,
655000,2016,38779,1197,3995,1745,1500,37,83,115,7860,
655000,2017,24003,1199,3955,1694,1544,40,89,110,7860,
660000,2018,9000,1197,3985,1734,1505,45,82,115,7920,
660000,2017,40000,1197,3995,1745,1500,37,83,115,7920,
661000,2021,14366,1197,3845,1735,1530,37,89,113,7932,
665000,2017,92000,1493,3995,1745,1880,,70,195,7980,
665000,2017,48000,1248,3995,1745,1500,37,74,190,7980,
669000,2016,70000,1248,3995,1790,1640,48,89,200,8028,
670000,2017,72000,1493,3995,1745,1880,,70,195,8040,
671000,2013,47000,2179,4430,1817,1975,60,120,290,8052,
675000,2021,15000,998,3655,1620,1675,60,58,78,8100,
675000,2017,48591,1197,3985,1734,1505,45,82,115,8100,
675000,2017,35616,1197,3995,1745,1500,37,83,115,8100,
675000,2016,45000,1248,3995,1790,1640,48,89,200,8100,
675000,2017,125372,1248,4300,1765,1590,48,89,200,8100,
675000,2018,64000,1248,3995,1790,1640,48,89,200,8100,
675000,2016,50000,1248,3995,1790,1640,48,89,200,8100,
675000,2017,48650,1199,3955,1694,1544,40,89,110,8100,
675000,2019,74237,1199,3995,1695,1501,35,89,110,8100,
675000,2020,25000,1199,3995,1695,1501,35,89,110,8100,
675000,2017,73315,1373,4490,1730,1485,43,91,130,8100,
675000,2016,49148,1373,4265,1695,1685,45,94,130,8100,
675000,2015,48000,1498,4386,1683,1603,42,99,200,8100,
675000,2017,81323,1498,3998,1765,1647,52,99,205,8100,
675000,2019,35000,1498,3995,1704,1525,40,99,215,8100,
675000,2016,87693,1497,4440,1695,1495,40,117,145,8100,
675000,2014,78000,2179,4430,1817,1975,60,120,290,8100,
675000,2013,106223,2696,4755,1900,1785,78,184,402,8100,
675000,2011,97000,2143,4596,2020,1447,66,207,500,8100,
680000,2014,85000,1364,4620,1775,1475,50,87,205,8160,
685000,2018,92000,1248,3995,1735,1515,37,74,190,8220,
685000,2018,64300,1197,3995,1760,1555,40,82,115,8220,
685000,2021,9232,1197,3805,1680,1520,37,82,114,8220,
685000,2017,58146,1197,3995,1745,1500,37,83,115,8220,
685000,2019,74000,1197,3995,1735,1515,37,89,113,8220,
685000,2015,85000,1498,4384,1699,1466,55,103,250,8220,
685000,2016,68500,1497,4440,1695,1495,40,117,145,8220,
690000,2017,61000,1248,3995,1745,1500,37,74,190,8280,
690000,2017,17268,1197,3985,1734,1505,45,82,115,8280,
690000,2020,55000,1197,3995,1745,1510,37,82,113,8280,
690000,2017,65000,1396,3985,1734,1505,45,89,220,8280,
690000,2016,38000,1498,4440,1695,1495,40,99,200,8280,
690000,2018,38000,1598,4390,1699,1467,55,103,153,8280,
690000,2016,35000,1461,4315,1822,1695,50,108,248,8280,
690000,2016,65000,1461,4315,1822,1695,50,108,248,8280,
690000,2014,37000,1497,4440,1695,1495,40,117,145,8280,
690000,2015,59000,1497,4440,1695,1495,40,117,145,8280,
690000,2015,157662,1997,4585,1890,1785,70,138,320,8280,
691000,2019,16652,1197,3995,1735,1515,37,89,113,8292,
695000,2020,18000,1197,3805,1680,1520,60,68,95,8340,
695000,2018,55000,1248,3995,1735,1515,37,74,190,8340,
695000,2018,66000,1248,3995,1735,1515,37,74,190,8340,
695000,2016,68921,1248,3995,1745,1500,37,74,190,8340,
695000,2018,68818,1197,3995,1735,1515,37,82,113,8340,
695000,2018,8000,1197,3840,1735,1530,37,82,113,8340,
695000,2019,42678,1197,3985,1734,1505,45,82,115,8340,
695000,2019,46027,1197,3850,1695,1530,42,83,115,8340,
695000,2016,82445,1248,4490,1730,1485,43,89,200,8340,
695000,2018,31000,1197,3995,1735,1515,37,89,113,8340,
695000,2017,51292,1497,4440,1695,1495,40,117,145,8340,
699000,2018,43000,1248,3840,1735,1530,37,74,190,8388,
699000,2019,53929,999,3971,1682,1469,45,75,95,8388,
699000,2020,30777,1197,3655,1620,1675,32,82,113,8388,
699000,2017,75000,1498,3999,1765,1708,52,99,205,8388,
699000,2017,67000,1591,4370,1700,1475,43,121,158,8388,
700000,2019,11000,1197,3840,1735,1530,37,82,113,8400,
700000,2019,19244,1197,3995,1745,1510,37,82,113,8400,
700000,2020,25000,1197,3995,1775,1505,37,82,115,8400,
700000,2022,1000,1199,3995,1695,1501,35,89,110,8400,
700000,2014,64000,1797,4530,1775,1470,56,147,177,8400,
710000,2017,73000,1248,3995,1790,1640,48,89,200,8520,
710000,2018,72000,1598,4300,1765,1590,48,118,320,8520,
711000,2018,67900,1248,3995,1790,1640,48,89,200,8532,
715000,2020,17000,1197,3805,1680,1520,37,82,114,8580,
715000,2019,31552,1197,3995,1735,1515,37,82,113,8580,
715000,2021,16000,1197,3995,1745,1500,37,83,115,8580,
715000,2017,71000,1248,3995,1790,1640,48,89,200,8580,
720000,2018,50197,999,3971,1682,1469,45,75,95,8640,
721000,2018,46000,1373,4490,1730,1485,43,91,130,8652,
725000,2021,45000,1197,3805,1680,1520,60,68,95,8700,
725000,2019,11874,1197,3840,1735,1530,37,82,113,8700,
725000,2019,11874,1197,3840,1735,1530,37,82,113,8700,
725000,2017,36597,1197,3985,1734,1505,45,82,115,8700,
725000,2018,42000,1248,3995,1790,1640,48,89,200,8700,
725000,2016,84000,1396,3995,1760,1555,45,89,220,8700,
725000,2017,42000,1248,4296,1695,1685,45,89,200,8700,
725000,2017,75793,1248,3995,1790,1640,48,89,200,8700,
725000,2016,57000,1248,4490,1730,1485,43,89,200,8700,
725000,2017,64000,1248,3995,1790,1640,48,89,200,8700,
725000,2017,75000,1248,3995,1790,1640,48,89,200,8700,
725000,2017,55000,1373,4490,1730,1485,43,91,130,8700,
725000,2016,53000,1373,4296,1695,1685,45,94,130,8700,
725000,2018,65000,1497,3994,1811,1607,44,108,260,8700,
725000,2016,42000,1582,4375,1700,1475,43,126,260,8700,
725000,2014,104814,1798,4540,1760,1480,55,138,173,8700,
730000,2017,80000,1248,3995,1790,1640,48,89,200,8760,
730000,2016,51834,1497,4440,1695,1495,40,117,145,8760,
735000,2019,55000,1197,3995,1745,1510,37,82,113,8820,
735000,2018,42000,1197,3995,1735,1515,37,82,113,8820,
735000,2015,121000,2179,4585,1890,1785,70,138,330,8820,
740000,2020,39000,1197,3995,1680,1520,65,68,95,8880,
740000,2017,88000,1248,4296,1695,1685,45,89,200,8880,
740000,2016,60125,1591,4270,1780,1630,60,122,154,8880,
740000,2015,155000,2179,4655,1965,1922,55,138,320,8880,
740000,2013,83555,2179,4585,1890,1785,70,140,330,8880,
741000,2017,31000,1373,4490,1730,1485,43,91,130,8892,
745000,2018,36000,1248,3995,1790,1640,48,89,200,8940,
745000,2021,14722,1197,3845,1735,1530,37,89,113,8940,
745000,2017,82000,1498,3999,1765,1708,52,99,205,8940,
745000,2016,117048,1598,4386,1699,1466,55,105,250,8940,
745000,2016,38000,1497,4440,1695,1495,40,117,145,8940,
745000,2018,54000,1497,4453,1735,1666,42,117,145,8940,
749000,2017,114000,1598,4300,1765,1590,48,118,320,8988,
750000,2018,65000,1248,3840,1735,1530,37,74,190,9000,
750000,2018,33647,1197,3985,1734,1505,40,82,115,9000,
750000,2021,58000,1197,3995,1745,1500,37,83,115,9000,
750000,2017,48069,1197,3995,1695,1555,42,83,115,9000,
750000,2017,72000,1396,3995,1760,1555,45,89,220,9000,
750000,2018,75000,1498,4440,1695,1495,40,99,200,9000,
750000,2014,126000,2494,4585,1760,1760,55,100,200,9000,0.012
750000,2019,6200,1462,4490,1730,1485,43,103,138,9000,
750000,2019,33000,1198,3994,1811,1607,44,108,170,9000,
750000,2019,43600,998,3995,1770,1605,45,118,172,9000,
750000,2018,16339,1591,4375,1700,1475,43,121,158,9000,
750000,2011,117000,2982,4695,1840,1850,80,171,343,9000,
750000,2010,112000,1995,4841,1846,1468,70,177,350,9000,
750000,2007,102000,3498,5076,1871,1473,90,272,350,9000,
755000,2022,2272,1197,3805,1680,1520,37,82,114,9060,
755000,2017,57000,1373,4490,1730,1485,43,91,130,9060,
755000,2017,75650,1498,3999,1734,1601,40,99,200,9060,
760000,2018,20251,1198,3994,1811,1607,44,108,170,9120,
761000,2017,38000,1497,4440,1695,1495,40,117,145,9132,
765000,2021,18105,1197,3765,1660,1520,43,81,114,9180,
765000,2017,68000,1248,4296,1695,1685,45,89,200,9180,
765000,2015,60240,1197,4384,1699,1466,55,103,153,9180,
770000,2019,27500,1493,3995,1745,1880,,70,195,9240,
770000,2019,72040,1248,3995,1735,1515,37,74,190,9240,
770000,2015,112000,1248,4265,1695,1685,45,89,200,9240,
770000,2016,20000,1591,4375,1700,1475,43,121,158,9240,
775000,2019,80849,1248,3840,1735,1530,37,74,190,9300,
775000,2020,39000,1197,3995,1775,1505,37,82,115,9300,
775000,2018,39000,1197,3995,1745,1510,37,82,113,9300,
775000,2018,40000,1197,3995,1745,1510,37,82,113,9300,
